num_arms,n_arm,d1,d2,d3,d4,period_blocks,mu0,sigma,theta1,theta2,theta3,theta4,lambda0,lambda1,lambda2,lambda3,lambda4,trend,N_peak,alpha,prec_theta,prec_eta,tau_a,tau_b,tau_case,prec_a,prec_b,bucket_size,opt,prior_prec_tau,prior_prec_eta,n_samples,n_chains,n_iter,n_adapt,robustify,weight,ncc,study_arm,model,reject_h0,bias,MSE,failed,nsim
4,250,0,300,675,800,2,0,1,0.25,0.25,0.25,0.25,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,4,poolmodel,0.823,-0.030425478440699504,0.006383781193463081,0,1000
4,250,0,300,675,800,2,0,1,0.25,0.25,0.25,0.25,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,4,sepmodel,0.811,0.00600373459669696,0.007850142682190048,0,1000
4,250,0,300,675,800,2,0,1,0.25,0.25,0.25,0.25,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,4,timemachine,0.853,-9.081725492287902e-4,0.00651959486742014,0,1000
4,250,0,300,800,800,2,0,1,0.25,0.25,0.25,0.25,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,4,fixmodel,0.819,-0.0020333150474559527,0.007554271351476124,0,1000
4,250,0,300,800,800,2,0,1,0.25,0.25,0.25,0.25,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,4,MAPpriorNew,0.81,-0.013954535557905112,0.006907337339139211,0,1000
4,250,0,300,800,800,2,0,1,0.25,0.25,0.25,0.25,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,4,poolmodel,0.826,-0.035233591514263744,0.0069273568787766235,0,1000
4,250,0,300,800,800,2,0,1,0.25,0.25,0.25,0.25,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,4,sepmodel,0.792,-0.0029847781992844344,0.007887816357177387,0,1000
4,250,0,300,800,800,2,0,1,0.25,0.25,0.25,0.25,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,4,timemachine,0.823,-0.009143549567128338,0.00671700567055956,0,1000
4,250,0,300,300,1150,2,0,1,0.25,0.25,0.25,0.25,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,4,fixmodel,0.789,-0.007054435964607164,0.007813945744574306,0,1000
4,250,0,300,300,1150,2,0,1,0.25,0.25,0.25,0.25,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,4,MAPpriorNew,0.81,-0.01884749465800207,0.006856478547079176,0,1000
4,250,0,300,300,1150,2,0,1,0.25,0.25,0.25,0.25,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,4,poolmodel,0.81,-0.039813549616829695,0.0070084834463790624,0,1000
4,250,0,300,300,1150,2,0,1,0.25,0.25,0.25,0.25,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,-0.11249999999999999,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,4,sepmodel,0.792,-0.007054435964607013,0.007813945744574306,0,1000
